property,row,field,location,original,inferred,reason,confidence,auto_filled
Sloane,74,Area Type,Fire Cabinets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,74,Frequency,Fire Cabinets,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,75,Area Type,Ventilation and wallpaper around it,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,75,Frequency,Ventilation and wallpaper around it,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,76,Frequency,Corridor lighting,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,77,Frequency,Elevator doors and frames,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,78,Frequency,"Stairwells doors, frames, thresholds & hinges (top of door)",Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,79,Frequency,All metal thresholds,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,80,Frequency,Kitchen and kitchenettes,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,81,Frequency,BBQs,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,82,Frequency,Sitting areas,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,83,Frequency,Gym machinery,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,87,Area Type,Floors (PH-13th),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,88,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,89,Area Type,Floors (12th-3rd),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,90,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,92,Area Type,Floors (PH-13th),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,93,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,94,Area Type,Floors (12th-3rd),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,95,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,106,Area Type,BatterSea Bridge,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,119,Area Type,Bar,Unknown,Amenity - Indoor,location name contains 'bar',High,yes
Sloane,124,Area Type,10 Dean,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,133,Area Type,10 Dean,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,154,Area Type,Gr. Floor Areas,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,172,Area Type,Baseboards,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,172,Frequency,Baseboards,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,173,Frequency,Resident doors & thresholds,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,174,Area Type,Ventilation and wallpaper around it,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,174,Frequency,Ventilation and wallpaper around it,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,175,Frequency,Corridor lighting,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,176,Area Type,Fire Cabinets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,176,Frequency,Fire Cabinets,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,177,Frequency,Elevator doors and frames & TRACKS (that floor only) P levels,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,178,Frequency,"Stairwells doors, frames, thresholds & hinges (top of door)",Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,179,Frequency,All metal thresholds,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,180,Frequency,Chute Room Tiles,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,202,Area Type,BatterSea Bridge,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,211,Area Type,Bar,Unknown,Amenity - Indoor,location name contains 'bar',High,yes
Sloane,216,Area Type,10 Dean,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,225,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,225,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,226,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,226,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,227,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,227,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,228,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,228,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,229,Area Type,Ground Floor / 2nd Floor / UPH Floor janitor rooms,Unknown,Back-of-House,location name contains 'janitor',High,yes
Sloane,229,Frequency,Ground Floor / 2nd Floor / UPH Floor janitor rooms,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,230,Area Type,(all mopped areas),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,234,Area Type,Coffee station,Unknown,Amenity - Indoor,location name contains 'coffee',High,yes
Sloane,240,Area Type,Bicycle room,Unknown,Back-of-House,location name contains 'bicycle',High,yes
Sloane,254,Area Type,Kids Playroom,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,266,Area Type,Kids Playroom,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,269,Area Type,Gr. Floor Areas,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,287,Area Type,Coffee station,Unknown,Amenity - Indoor,location name contains 'coffee',High,yes
Sloane,293,Area Type,Bicycle room,Unknown,Back-of-House,location name contains 'bicycle',High,yes
Sloane,297,Area Type,Baseboards,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,297,Frequency,Baseboards,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,298,Frequency,Resident doors & thresholds,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,299,Area Type,Ventilation and wallpaper around it,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,299,Frequency,Ventilation and wallpaper around it,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,300,Frequency,Corridor lighting,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,301,Area Type,Fire Cabinets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,301,Frequency,Fire Cabinets,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,302,Frequency,Elevator doors and frames & TRACKS (that floor only) 25th-P3,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,303,Frequency,"Stairwells doors, frames, thresholds & hinges (top of door)",Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,304,Frequency,All metal thresholds,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,305,Frequency,Chute Room Tiles,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,308,Area Type,Floors (25th-12th),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,309,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,310,Area Type,Floor (11th-3rd),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,311,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,313,Area Type,Floors (25th-12th),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,314,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,315,Area Type,Floor (11th-3rd),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,316,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,323,Area Type,Coffee station,Unknown,Amenity - Indoor,location name contains 'coffee',High,yes
Sloane,329,Area Type,Bicycle room,Unknown,Back-of-House,location name contains 'bicycle',High,yes
Sloane,333,Area Type,Baseboards,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,333,Frequency,Baseboards,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,334,Frequency,Resident doors & thresholds,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,335,Area Type,Ventilation and wallpaper around it,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,335,Frequency,Ventilation and wallpaper around it,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,336,Frequency,Corridor lighting,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,337,Area Type,Fire Cabinets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,337,Frequency,Fire Cabinets,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,338,Frequency,Elevator doors and frames & TRACKS (that floor only) 25th-P3,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,339,Frequency,"Stairwells doors, frames, thresholds & hinges (top of door)",Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,340,Frequency,All metal thresholds,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,341,Frequency,Chute Room Tiles,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,345,Area Type,Coffee station,Unknown,Amenity - Indoor,location name contains 'coffee',High,yes
Sloane,351,Area Type,Bicycle room,Unknown,Back-of-House,location name contains 'bicycle',High,yes
Sloane,365,Area Type,Kids Playroom,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,368,Area Type,Gr. Floor Areas,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,376,Area Type,Gr. Floor Areas,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,382,Area Type,Coffee station,Unknown,Amenity - Indoor,location name contains 'coffee',High,yes
Sloane,388,Area Type,Bicycle room,Unknown,Back-of-House,location name contains 'bicycle',High,yes
Sloane,402,Area Type,Kids Playroom,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,405,Area Type,Gr. Floor Areas,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,413,Area Type,Gr. Floor Areas,Unknown,,location name has no recognizable area keyword,Low,no
Sloane,416,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,416,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,417,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,417,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,418,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,418,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,419,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Sloane,419,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,420,Area Type,Ground Floor / 2nd Floor janitor rooms,Unknown,Back-of-House,location name contains 'janitor',High,yes
Sloane,420,Frequency,Ground Floor / 2nd Floor janitor rooms,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Sloane,421,Area Type,(all mopped areas),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,11,Area Type,Mezzanine (M) Level The Reel,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,12,Area Type,Mezzanine (M) Level The Gallery,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,16,Area Type,The Temple,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,23,Area Type,SB Level Beauty for the Beast,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,28,Area Type,2nd Floor STOA,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,33,Area Type,Floors (15th-9th),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,34,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,35,Area Type,Floors (15th-9th),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,36,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,37,Area Type,Floor (8th-3rd),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,38,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,39,Area Type,Floor (8th-3rd),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,40,Area Type,Carpets,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,47,Area Type,Glass/mirrors PH Level,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,48,Area Type,Glass/mirrors 15th and 2nd Level,Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,74,Area Type,Mezzanine (M) Level The Reel,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,75,Area Type,Mezzanine (M) Level The Gallery,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,79,Area Type,The Temple,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,85,Area Type,SB Level Beauty for the Beast,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,90,Area Type,2nd Floor STOA,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,98,Task,Main entrance w/Enterphone area,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,99,Task,Back entrance with long corridor,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,100,Task,Sitting Area,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,101,Task,Security desk,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,102,Task,Mail room,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,103,Task,Parcel Rm.,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,104,Task,Management Office,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,105,Task,1 Universal Washroom,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,106,Task,Bike Room,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,107,Task,2 Elevators (#1 to #3),(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,119,Area Type,Mezzanine (M) Level The Reel,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,120,Area Type,Mezzanine (M) Level The Gallery,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,124,Area Type,The Temple,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,130,Area Type,SB Level Beauty for the Beast,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,135,Area Type,2nd Floor STOA,Unknown,,location name has no recognizable area keyword,Low,no
Waverley,143,Task,Main entrance w/Enterphone area,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,144,Task,Back entrance with long corridor,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,145,Task,Sitting Area,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,146,Task,Security desk,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,147,Task,Mail room,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,148,Task,Parcel Rm.,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,149,Task,Management Office,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,150,Task,1 Universal Washroom,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,151,Task,Bike Room,(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,152,Task,2 Elevators (#1 to #3),(no explicit task verb stated),"Empty trash, replenish supplies, clean, dust, disinfect etc.",source_text describes general cleaning (applies to whole bundle),High,yes
Waverley,154,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,154,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Waverley,155,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,155,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Waverley,156,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,156,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Waverley,157,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,157,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Waverley,158,Area Type,(building-wide),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
Waverley,158,Frequency,(building-wide),Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Waverley,159,Frequency,Ground Floor / Mezzanine / SB (P1) / 2nd Floor janitor rooms,Unknown,,no cadence stated and no consistent frequency for this location,Low,no
Waverley,160,Area Type,(all mopped areas),Unknown,,surface/feature or building-wide reference — no discrete area,Low,no
