property,field,location,original,best_guess,reason,confidence
Sloane,Area Type,Fire Cabinets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Frequency,Fire Cabinets,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,Elevator doors and frames & TRACKS (that floor only) 25th-P3,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,"Stairwells doors, frames, thresholds & hinges (top of door)",Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,All metal thresholds,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,Chute Room Tiles,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Area Type,Floors (25th-12th),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Area Type,Carpets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Area Type,Floor (11th-3rd),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Area Type,Carpets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Area Type,Floors (25th-12th),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Area Type,Carpets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Area Type,Floor (11th-3rd),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Area Type,Carpets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Area Type,Baseboards,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Frequency,Baseboards,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,Resident doors & thresholds,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Area Type,Ventilation and wallpaper around it,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Frequency,Ventilation and wallpaper around it,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,Corridor lighting,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Area Type,Fire Cabinets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Frequency,Fire Cabinets,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,Elevator doors and frames & TRACKS (that floor only) 25th-P3,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,"Stairwells doors, frames, thresholds & hinges (top of door)",Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,All metal thresholds,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,Chute Room Tiles,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Area Type,Kids Playroom,Unknown,—,location name has no recognizable area keyword,Low
Sloane,Area Type,Gr. Floor Areas,Unknown,—,location name has no recognizable area keyword,Low
Sloane,Area Type,Gr. Floor Areas,Unknown,—,location name has no recognizable area keyword,Low
Sloane,Area Type,Kids Playroom,Unknown,—,location name has no recognizable area keyword,Low
Sloane,Area Type,Gr. Floor Areas,Unknown,—,location name has no recognizable area keyword,Low
Sloane,Area Type,Gr. Floor Areas,Unknown,—,location name has no recognizable area keyword,Low
Sloane,Area Type,(building-wide),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Frequency,(building-wide),Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Area Type,(building-wide),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Frequency,(building-wide),Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Area Type,(building-wide),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Frequency,(building-wide),Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Area Type,(building-wide),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Sloane,Frequency,(building-wide),Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Frequency,Ground Floor / 2nd Floor janitor rooms,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Sloane,Area Type,(all mopped areas),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Mezzanine (M) Level The Reel,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,Mezzanine (M) Level The Gallery,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,The Temple,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,SB Level Beauty for the Beast,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,2nd Floor STOA,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,Floors (15th-9th),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Carpets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Floors (15th-9th),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Carpets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Floor (8th-3rd),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Carpets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Floor (8th-3rd),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Carpets,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Glass/mirrors PH Level,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Glass/mirrors 15th and 2nd Level,Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Area Type,Mezzanine (M) Level The Reel,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,Mezzanine (M) Level The Gallery,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,The Temple,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,SB Level Beauty for the Beast,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,2nd Floor STOA,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,Mezzanine (M) Level The Reel,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,Mezzanine (M) Level The Gallery,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,The Temple,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,SB Level Beauty for the Beast,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,2nd Floor STOA,Unknown,—,location name has no recognizable area keyword,Low
Waverley,Area Type,(building-wide),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Frequency,(building-wide),Unknown,—,no cadence stated and no consistent frequency for this location,Low
Waverley,Area Type,(building-wide),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Frequency,(building-wide),Unknown,—,no cadence stated and no consistent frequency for this location,Low
Waverley,Area Type,(building-wide),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Frequency,(building-wide),Unknown,—,no cadence stated and no consistent frequency for this location,Low
Waverley,Area Type,(building-wide),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Frequency,(building-wide),Unknown,—,no cadence stated and no consistent frequency for this location,Low
Waverley,Area Type,(building-wide),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
Waverley,Frequency,(building-wide),Unknown,—,no cadence stated and no consistent frequency for this location,Low
Waverley,Frequency,Ground Floor / Mezzanine / SB (P1) / 2nd Floor janitor rooms,Unknown,—,no cadence stated and no consistent frequency for this location,Low
Waverley,Area Type,(all mopped areas),Unknown,—,surface/feature or building-wide reference — no discrete area,Low
